OBJECTID,mifcode,strecke_nr,richtung,laenge,von_km_i,bis_km_i,von_km_l,bis_km_l,elektrifiz,bahnnutzun,geschwindi,strecke_ku,gleisanzah,bahnart,kmspru_typ,kmspru_t00,Shape__Length,Shape__Length_2
6215,xka_mrk_830,1255,0,1230,100240048,100360078,"2,4 + 48","3,6 + 78",Oberleitung,Gz-Bahn,ab 100 bis 120 km/h,Maschen Rbf - Hamburg Süd,zweigleisig,Hauptbahn, , ,,
6216,xka_mrk_830,1241,2,942,100000058,100100000,"0,0 + 58","1,0 + 0",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Hamburg Hbf - HH-Poppenbüttel,zweigleisig,Hauptbahn, , ,,
6217,xka_mrk_830,5503,0,392,100040050,100080042,"0,4 + 50","0,8 + 42",Oberleitung,Pz/Gz-Bahn,bis 50 km/h,München - Augsburg,zweigleisig,Hauptbahn, , ,,
6218,xka_mrk_830,6420,0,300,102260000,102290000,"22,6 + 0","22,9 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köthen - Aschersleben,zweigleisig,Hauptbahn, , ,,
6219,xka_mrk_830,6110,0,24900,114480000,116970000,"144,8 + 0","169,7 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn, , ,,
6220,xka_mrk_830,4330,0,179,99969935,99989914,"-0,3 + -64","-0,1 + -85",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Radolfzell - Mengen,eingleisig,Hauptbahn, , ,,
6221,xka_mrk_830,5503,0,373,100080042,100120015,"0,8 + 42","1,2 + 15",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,München - Augsburg,zweigleisig,Hauptbahn, , ,,
6222,xka_mrk_830,3400,0,2146,103740000,103950046,"37,4 + 0","39,5 + 46",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn, , ,,
6223,xka_mrk_830,1241,2,138,101100000,101110038,"11,0 + 0","11,1 + 38",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Hamburg Hbf - HH-Poppenbüttel,zweigleisig,Hauptbahn, , ,,
6224,xka_mrk_830,1255,0,1922,100360078,100560000,"3,6 + 78","5,6 + 0",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Maschen Rbf - Hamburg Süd,zweigleisig,Hauptbahn, , ,,
6225,xka_mrk_830,2600,0,28004,100630000,103430000,"6,3 + 0","34,3 + 0",Oberleitung,Pz/Gz-Bahn,ab 200 bis 250 km/h,Köln - Aachen (DB-Grenze),zweigleisig,Hauptbahn, , ,,
6226,xka_mrk_830,6110,0,2012,116970000,117170012,"169,7 + 0","171,7 + 12",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn, , ,,
6227,xka_mrk_830,3400,0,2872,103950046,104240018,"39,5 + 46","42,4 + 18",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn, , ,,
6228,xka_mrk_830,5503,0,430,100120015,100160045,"1,2 + 15","1,6 + 45",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,München - Augsburg,zweigleisig,Hauptbahn, , ,,
6229,xka_mrk_830,2600,0,3200,103430000,103750000,"34,3 + 0","37,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 200 bis 250 km/h,Köln - Aachen (DB-Grenze),zweigleisig,Hauptbahn, , ,,
6230,xka_mrk_830,1241,2,72,101110038,101120010,"11,1 + 38","11,2 + 10",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Hamburg Hbf - HH-Poppenbüttel,zweigleisig,Hauptbahn, , ,,
6231,xka_mrk_830,4330,0,185,99989914,100000000,"-0,1 + -85","0,0 + 0",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Radolfzell - Mengen,zweigleisig,Hauptbahn, , ,,
6232,xka_mrk_830,6420,0,900,102290000,102380000,"22,9 + 0",23.8 +     0,nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köthen - Aschersleben,zweigleisig,Hauptbahn, ,Überlängenanfang,,
6233,xka_mrk_830,3400,0,940,104240018,104330058,"42,4 + 18","43,3 + 58",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn, , ,,
6234,xka_mrk_830,2600,0,2098,103750000,103960000,"37,5 + 0","39,6 + 0",Oberleitung,Pz/Gz-Bahn,ab 160 bis 200 km/h,Köln - Aachen (DB-Grenze),zweigleisig,Hauptbahn, , ,,
6235,xka_mrk_830,1241,2,590,101120010,101180000,"11,2 + 10","11,8 + 0",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Hamburg Hbf - HH-Poppenbüttel,zweigleisig,Hauptbahn, , ,,
6236,xka_mrk_830,5503,0,7048,100160045,100870000,"1,6 + 45","8,7 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,München - Augsburg,zweigleisig,Hauptbahn, , ,,
6237,xka_mrk_830,2600,0,16298,103960000,105590000,"39,6 + 0","55,9 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Köln - Aachen (DB-Grenze),zweigleisig,Hauptbahn, , ,,
6238,xka_mrk_830,3400,0,5284,104330058,104860039,"43,3 + 58","48,6 + 39",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn, , ,,
6239,xka_mrk_830,1244,2,1781,100000019,100180000,"0,0 + 19","1,8 + 0",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Hamburg Hbf - Aumühle,zweigleisig,Hauptbahn, , ,,
6240,xka_mrk_830,6111,0,1114,99999970,100100085,"-0,0 + -29","1,0 + 85",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Abzw Lia - Seddin Bla,eingleisig,Hauptbahn, , ,,
6241,xka_mrk_830,6420,0,123,102380000,102390010,23.8 +     0,23.9 +    10,nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köthen - Aschersleben,zweigleisig,Hauptbahn,Überlängenanfang,Überlängenende,,
6242,xka_mrk_830,6112,0,448,99989981,100030030,"-0,1 + -18","0,3 + 30",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wildpark West - Werder (Havel),eingleisig,Hauptbahn, , ,,
6243,xka_mrk_830,3400,0,276,104860039,104890015,"48,6 + 39","48,9 + 15",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn, , ,,
6244,xka_mrk_830,1245,2,504,100230049,100280053,"2,3 + 49","2,8 + 53",Oberleitung,Gz-Bahn,bis 50 km/h,HH-Rothenburgsort - HH Hbf,zweigleisig,Nebenbahn, , ,,
6245,xka_mrk_830,2600,0,16298,103960000,105590000,"39,6 + 0","55,9 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Köln - Aachen (DB-Grenze),zweigleisig,Hauptbahn, , ,,
6246,xka_mrk_830,1255,0,2995,100560000,100850095,"5,6 + 0","8,5 + 95",Oberleitung,Gz-Bahn,ab 100 bis 120 km/h,Maschen Rbf - Hamburg Süd,zweigleisig,Hauptbahn, , ,,
6247,xka_mrk_830,6112,0,2350,100030030,100260080,"0,3 + 30","2,6 + 80",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Wildpark West - Werder (Havel),eingleisig,Hauptbahn, , ,,
6248,xka_mrk_830,4330,0,1067,100000000,100100077,"0,0 + 0","1,0 + 77",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Radolfzell - Mengen,zweigleisig,Hauptbahn, , ,,
6249,xka_mrk_830,2600,0,5000,105590000,106090000,"55,9 + 0","60,9 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Köln - Aachen (DB-Grenze),zweigleisig,Hauptbahn, , ,,
6250,xka_mrk_830,6420,0,14897,102390010,103880000,23.9 +    10,38.8 +     0,nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köthen - Aschersleben,zweigleisig,Hauptbahn,Überlängenende,Überlängenanfang,,
6251,xka_mrk_830,1260,0,24,102560007,102560031,"25,6 + 7","25,6 + 31",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Hesedorf - Stade,eingleisig,Nebenbahn, , ,,
6252,xka_mrk_830,5503,0,1700,100870000,101040000,"8,7 + 0",10.4 +     0,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,München - Augsburg,zweigleisig,Hauptbahn, ,Überlängenanfang,,
6253,xka_mrk_830,3400,0,285,104890015,104920000,"48,9 + 15",49.2 +     0,Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn, ,Überlängenanfang,,
6254,xka_mrk_830,6112,0,314,100260080,100290094,"2,6 + 80","2,9 + 94",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wildpark West - Werder (Havel),eingleisig,Hauptbahn, , ,,
6255,xka_mrk_830,6420,0,14897,102390010,103880000,23.9 +    10,38.8 +     0,nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köthen - Aschersleben,zweigleisig,Hauptbahn,Überlängenende,Überlängenanfang,,
6256,xka_mrk_830,5503,0,123,101040000,101050000,10.4 +     0,10.5 +     0,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,München - Augsburg,zweigleisig,Hauptbahn,Überlängenanfang,Überlängenende,,
6257,xka_mrk_830,1255,0,122,100000000,100010022,"0,0 + 0","0,1 + 22",Oberleitung,Gz-Bahn,ab 120 bis 160 km/h,Maschen Rbf - Hamburg Süd,eingleisig,Hauptbahn, , ,,
6258,xka_mrk_830,6113,0,670,99999968,100060039,"-0,0 + -31","0,6 + 39",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Potsdam Wildpark S - Wildp. O,eingleisig,Hauptbahn, , ,,
6259,xka_mrk_830,6420,0,112,103880000,103890000,38.8 +     0,38.9 +     0,nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köthen - Aschersleben,zweigleisig,Hauptbahn,Überlängenanfang,Überlängenende,,
6260,xka_mrk_830,1255,2,598,100010022,100070020,"0,1 + 22","0,7 + 20",Oberleitung,Gz-Bahn,ab 120 bis 160 km/h,Maschen Rbf - Hamburg Süd,zweigleisig,Hauptbahn, , ,,
6261,xka_mrk_830,6114,0,1640,100000056,100160096,"0,0 + 56","1,6 + 96",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Wilhelmshorst - Nesselgrund,eingleisig,Hauptbahn, , ,,
6262,xka_mrk_830,3400,0,145,104920000,104930000,49.2 +     0,49.3 +     0,Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,Überlängenanfang,Überlängenende,,
6263,xka_mrk_830,1264,0,49,99999966,100000016,"-0,0 + -33","0,0 + 16",nicht elektrifiziert,Hafenbahn, ,Cuxhaven - Amerika Bahnhof,eingleisig,Nebenbahn, , ,,
6264,xka_mrk_830,4330,0,2423,100100077,100350000,"1,0 + 77","3,5 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 100 bis 120 km/h,Radolfzell - Mengen,zweigleisig,Hauptbahn, , ,,
6265,xka_mrk_830,1255,2,1728,100070020,100240048,"0,7 + 20","2,4 + 48",Oberleitung,Gz-Bahn,ab 100 bis 120 km/h,Maschen Rbf - Hamburg Süd,zweigleisig,Hauptbahn, , ,,
6266,xka_mrk_830,2600,0,181,106090000,106100081,"60,9 + 0",61.0 +    81,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Köln - Aachen (DB-Grenze),zweigleisig,Hauptbahn, ,Fehllänge ankommend,,
6267,xka_mrk_830,6115,0,4073,103980029,104390002,"39,8 + 29","43,9 + 2",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Beelitz  - Potsd Park S - Golm,eingleisig,Hauptbahn, , ,,
6268,xka_mrk_830,1269,0,181,119040069,119060050,"190,4 + 69","190,6 + 50",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,"Buxtehude, W 413 - W 418",eingleisig,Nebenbahn, , ,,
6269,xka_mrk_830,5503,0,3665,101050000,101410065,10.5 +     0,"14,1 + 65",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,München - Augsburg,zweigleisig,Hauptbahn,Überlängenende, ,,
6270,xka_mrk_830,6115,0,6535,104490049,105140081,"44,9 + 49","51,4 + 81",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Beelitz  - Potsd Park S - Golm,eingleisig,Hauptbahn, , ,,
6271,xka_mrk_830,1269,0,232,119060050,119080082,"190,6 + 50","190,8 + 82",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,"Buxtehude, W 413 - W 418",eingleisig,Nebenbahn, , ,,
6272,xka_mrk_830,6420,0,3720,103890000,104260020,38.9 +     0,"42,6 + 20",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köthen - Aschersleben,zweigleisig,Hauptbahn,Überlängenende, ,,
6273,xka_mrk_830,3400,0,98,104930000,104930098,49.3 +     0,"49,3 + 98",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,Überlängenende, ,,
6274,xka_mrk_830,5503,0,73,101410065,101420038,"14,1 + 65","14,2 + 38",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,München - Augsburg,zweigleisig,Hauptbahn, , ,,
6275,xka_mrk_830,3400,0,471,104930098,104980069,"49,3 + 98","49,8 + 69",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,eingleisig,Hauptbahn, , ,,
6276,xka_mrk_830,6115,0,519,105140081,105200000,"51,4 + 81","52,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Beelitz  - Potsd Park S - Golm,eingleisig,Hauptbahn, , ,,
6277,xka_mrk_830,4330,0,761,100350000,100420061,"3,5 + 0","4,2 + 61",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Radolfzell - Mengen,zweigleisig,Hauptbahn, , ,,
6278,xka_mrk_830,1255,2,405,100850095,100900000,"8,5 + 95","9,0 + 0",Oberleitung,Gz-Bahn,ab 100 bis 120 km/h,Maschen Rbf - Hamburg Süd,zweigleisig,Hauptbahn, , ,,
6279,xka_mrk_830,3400,0,838,104980069,105070007,"49,8 + 69","50,7 + 7",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,eingleisig,Hauptbahn, , ,,
6280,xka_mrk_830,6115,0,6000,105200000,105800000,"52,0 + 0","58,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Beelitz  - Potsd Park S - Golm,eingleisig,Hauptbahn, , ,,
6281,xka_mrk_830,6420,0,1210,104260020,104380030,"42,6 + 20","43,8 + 30",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köthen - Aschersleben,zweigleisig,Hauptbahn, , ,,
6282,xka_mrk_830,2600,0,0,106100081,106110000,61.0 +    81,61.1 +     0,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Köln - Aachen (DB-Grenze),zweigleisig,Hauptbahn,Fehllänge ankommend,Fehllänge abgehend,,
6283,xka_mrk_830,5503,0,6314,101420038,102050054,"14,2 + 38","20,5 + 54",Oberleitung,Pz/Gz-Bahn,ab 160 bis 200 km/h,München - Augsburg,zweigleisig,Hauptbahn, , ,,
6284,xka_mrk_830,4330,0,980,100420061,100520041,"4,2 + 61","5,2 + 41",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Radolfzell - Mengen,eingleisig,Hauptbahn, , ,,
6285,xka_mrk_830,6115,0,110,105800000,105810010,"58,0 + 0","58,1 + 10",Oberleitung,Pz/Gz-Bahn,bis 50 km/h,Beelitz  - Potsd Park S - Golm,eingleisig,Hauptbahn, , ,,
6286,xka_mrk_830,3400,0,103,105070007,105080010,"50,7 + 7","50,8 + 10",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,eingleisig,Hauptbahn, , ,,
6287,xka_mrk_830,1255,2,777,100900000,100970077,"9,0 + 0","9,7 + 77",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Maschen Rbf - Hamburg Süd,zweigleisig,Hauptbahn, , ,,
6288,xka_mrk_830,6420,0,111,104380030,104390041,"43,8 + 30","43,9 + 41",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köthen - Aschersleben,eingleisig,Hauptbahn, , ,,
6289,xka_mrk_830,6115,0,2083,105810010,106010093,"58,1 + 10","60,1 + 93",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Beelitz  - Potsd Park S - Golm,eingleisig,Hauptbahn, , ,,
6290,xka_mrk_830,1270,0,2695,100040034,100310029,"0,4 + 34","3,1 + 29",Stromschiene,S-Bahn,bis 50 km/h,Hamburg - HH Diebsteich,zweigleisig,Hauptbahn, , ,,
6291,xka_mrk_830,3400,0,5890,105080010,105670000,"50,8 + 10","56,7 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,eingleisig,Hauptbahn, , ,,
6292,xka_mrk_830,6115,0,757,106010093,106090050,"60,1 + 93","60,9 + 50",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Beelitz  - Potsd Park S - Golm,eingleisig,Hauptbahn, , ,,
6293,xka_mrk_830,6421,0,75,100000000,100000075,"0,0 + 0","0,0 + 75",nicht elektrifiziert,Gz-Bahn,bis 50 km/h,Köthen Stw B 4 - Stw W 7,eingleisig,Hauptbahn, , ,,
6294,xka_mrk_830,3400,0,535,105670000,105720035,"56,7 + 0","57,2 + 35",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,eingleisig,Hauptbahn, , ,,
6295,xka_mrk_830,6115,0,2809,106090050,106370059,"60,9 + 50","63,7 + 59",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Beelitz  - Potsd Park S - Golm,eingleisig,Hauptbahn, , ,,
6296,xka_mrk_830,6421,0,2002,100000075,100200077,"0,0 + 75","2,0 + 77",Oberleitung,Gz-Bahn,bis 50 km/h,Köthen Stw B 4 - Stw W 7,eingleisig,Hauptbahn, , ,,
6297,xka_mrk_830,3400,0,3724,105720035,106090059,"57,2 + 35","60,9 + 59",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,eingleisig,Hauptbahn, , ,,
6298,xka_mrk_830,6116,0,14682,100000000,101460084,"0,0 + 0","14,6 + 84",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Golm - Saarmund,zweigleisig,Hauptbahn, , ,,
6299,xka_mrk_830,3401,0,181,109090019,109110000,"90,9 + 19","91,1 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Abzw Böhl-Iggelheim - Mannheim,eingleisig,Hauptbahn, , ,,
6300,xka_mrk_830,2600,0,4000,106110000,106510000,61.1 +     0,"65,1 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Köln - Aachen (DB-Grenze),zweigleisig,Hauptbahn,Fehllänge abgehend, ,,
6301,xka_mrk_830,3401,0,400,109110000,109150000,"91,1 + 0","91,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Abzw Böhl-Iggelheim - Mannheim,zweigleisig,Hauptbahn, , ,,
6302,xka_mrk_830,6116,0,14682,100000000,101460084,"0,0 + 0","14,6 + 84",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Golm - Saarmund,zweigleisig,Hauptbahn, , ,,
6303,xka_mrk_830,4330,0,59,100520041,100530000,"5,2 + 41","5,3 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Radolfzell - Mengen,zweigleisig,Hauptbahn, , ,,
6304,xka_mrk_830,5503,0,46,102050054,102060000,"20,5 + 54",20.6 +     0,Oberleitung,Pz/Gz-Bahn,ab 200 bis 250 km/h,München - Augsburg,zweigleisig,Hauptbahn, ,Überlängenanfang,,
6305,xka_mrk_830,2600,0,1869,106510000,106690069,"65,1 + 0","66,9 + 69",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Köln - Aachen (DB-Grenze),zweigleisig,Hauptbahn, , ,,
6306,xka_mrk_830,3401,0,2100,109150000,109360000,"91,5 + 0","93,6 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Abzw Böhl-Iggelheim - Mannheim,zweigleisig,Hauptbahn, , ,,
6307,xka_mrk_830,1255,2,2007,100970077,101170080,"9,7 + 77","11,7 + 80",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Maschen Rbf - Hamburg Süd,zweigleisig,Hauptbahn, , ,,
6308,xka_mrk_830,1270,0,1790,100310029,100490014,"3,1 + 29","4,9 + 14",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Hamburg - HH Diebsteich,zweigleisig,Hauptbahn, , ,,
6309,xka_mrk_830,5503,0,211,102060000,102080000,20.6 +     0,20.8 +     0,Oberleitung,Pz/Gz-Bahn,ab 200 bis 250 km/h,München - Augsburg,zweigleisig,Hauptbahn,Überlängenanfang,Überlängenende,,
6310,xka_mrk_830,2600,0,1181,106690069,106810050,"66,9 + 69","68,1 + 50",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Köln - Aachen (DB-Grenze),zweigleisig,Hauptbahn, , ,,
6311,xka_mrk_830,4330,0,2091,100530000,100730090,"5,3 + 0","7,3 + 90",nicht elektrifiziert,Pz/Gz-Bahn,ab 100 bis 120 km/h,Radolfzell - Mengen,zweigleisig,Hauptbahn, , ,,
6312,xka_mrk_830,6422,0,1404,99999978,100130083,"-0,0 + -21","1,3 + 83",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Abzw Seehof - Abzw Werkleitz,eingleisig,Hauptbahn, , ,,
6313,xka_mrk_830,3401,0,899,109360000,109440099,"93,6 + 0","94,4 + 99",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Abzw Böhl-Iggelheim - Mannheim,zweigleisig,Hauptbahn, , ,,
6314,xka_mrk_830,2600,0,100,106810050,106820050,"68,1 + 50","68,2 + 50",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köln - Aachen (DB-Grenze),zweigleisig,Hauptbahn, , ,,
6315,xka_mrk_830,1270,0,564,100490014,100540078,"4,9 + 14","5,4 + 78",Stromschiene,S-Bahn,bis 50 km/h,Hamburg - HH Diebsteich,zweigleisig,Hauptbahn, , ,,
6316,xka_mrk_830,6116,0,5,101460084,101460089,"14,6 + 84","14,6 + 89",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Golm - Saarmund,eingleisig,Hauptbahn, , ,,
6317,xka_mrk_830,3401,0,8726,109440099,110320025,"94,4 + 99","103,2 + 25",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Abzw Böhl-Iggelheim - Mannheim,zweigleisig,Hauptbahn, , ,,
6318,xka_mrk_830,6423,0,445,100040015,100080060,"0,4 + 15","0,8 + 60",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schönebeck - Güsten,zweigleisig,Hauptbahn, , ,,
6319,xka_mrk_830,5503,0,35206,102080000,105600000,20.8 +     0,"56,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 200 bis 250 km/h,München - Augsburg,zweigleisig,Hauptbahn,Überlängenende, ,,
6320,xka_mrk_830,6117,0,100,100000000,100010000,"0,0 + 0","0,1 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Michendorf - Saarmund,zweigleisig,Hauptbahn, , ,,
6321,xka_mrk_830,1259,2,1340,134250026,134380066,"342,5 + 26","343,8 + 66",Oberleitung,Pz-Bahn, ,"Hmb-Harburg, W 47 - Nordkopf",zweigleisig,Hauptbahn, , ,,
6322,xka_mrk_830,6423,0,2655,100080060,100350015,"0,8 + 60","3,5 + 15",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schönebeck - Güsten,zweigleisig,Hauptbahn, , ,,
6323,xka_mrk_830,3401,0,464,110320025,110360089,"103,2 + 25","103,6 + 89",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Abzw Böhl-Iggelheim - Mannheim,zweigleisig,Hauptbahn, , ,,
6324,xka_mrk_830,2600,0,109,106970051,106980060,"69,7 + 51","69,8 + 60",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köln - Aachen (DB-Grenze),zweigleisig,Hauptbahn, , ,,
6325,xka_mrk_830,5503,0,35206,102080000,105600000,20.8 +     0,"56,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 200 bis 250 km/h,München - Augsburg,zweigleisig,Hauptbahn,Überlängenende, ,,
6326,xka_mrk_830,6117,0,100,100010000,100020000,"0,1 + 0","0,2 + 0",Oberleitung,Pz/Gz-Bahn,bis 50 km/h,Michendorf - Saarmund,zweigleisig,Hauptbahn, , ,,
6327,xka_mrk_830,4330,0,244,100730090,100760034,"7,3 + 90","7,6 + 34",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Radolfzell - Mengen,zweigleisig,Hauptbahn, , ,,
6328,xka_mrk_830,6423,0,1,100350015,100350016,"3,5 + 15","3,5 + 16",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schönebeck - Güsten,zweigleisig,Hauptbahn, , ,,
6329,xka_mrk_830,3401,0,588,110360089,110420077,"103,6 + 89","104,2 + 77",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Abzw Böhl-Iggelheim - Mannheim,zweigleisig,Hauptbahn, , ,,
6330,xka_mrk_830,2600,0,632,106980060,107040092,"69,8 + 60","70,4 + 92",Oberleitung,Pz/Gz-Bahn,bis 50 km/h,Köln - Aachen (DB-Grenze),zweigleisig,Hauptbahn, , ,,
6331,xka_mrk_830,6423,0,2114,100350016,100560030,"3,5 + 16","5,6 + 30",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schönebeck - Güsten,eingleisig,Hauptbahn, , ,,
6332,xka_mrk_830,2600,0,408,107040092,107090000,"70,4 + 92","70,9 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köln - Aachen (DB-Grenze),zweigleisig,Hauptbahn, , ,,
6333,xka_mrk_830,3401,0,1106,110420077,110530083,"104,2 + 77","105,3 + 83",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Abzw Böhl-Iggelheim - Mannheim,zweigleisig,Hauptbahn, , ,,
6334,xka_mrk_830,5503,0,35206,102080000,105600000,20.8 +     0,"56,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 200 bis 250 km/h,München - Augsburg,zweigleisig,Hauptbahn,Überlängenende, ,,
6335,xka_mrk_830,4330,0,266,100760034,100790000,"7,6 + 34","7,9 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Radolfzell - Mengen,eingleisig,Nebenbahn, , ,,
